EPPLER 476
   0.00699	   0.01368
   0.00556	   0.01196
   0.00436	   0.01036
   0.00335	   0.00886
   0.00251	   0.00746
   0.00181	   0.00614
   0.00123	   0.00490
   0.00077	   0.00372
   0.00041	   0.00259
   0.00016	   0.00152
   0.00002	   0.00049
   0.00002	  -0.00049
   0.00016	  -0.00152
   0.00041	  -0.00259
   0.00077	  -0.00372
   0.00123	  -0.00490
   0.00181	  -0.00614
   0.00251	  -0.00746
   0.00335	  -0.00886
   0.00436	  -0.01036
   0.00556	  -0.01196
   0.00699	  -0.01368
   0.00869	  -0.01553
   0.01071	  -0.01752
   0.01308	  -0.01968
   0.01586	  -0.02200
   0.01914	  -0.02451
   0.02297	  -0.02719
   0.02741	  -0.03004
   0.03248	  -0.03302
   0.03816	  -0.03607
   0.04436	  -0.03912
   0.05100	  -0.04213
   0.05801	  -0.04505
   0.06531	  -0.04786
   0.07285	  -0.05055
   0.08060	  -0.05311
   0.08850	  -0.05553
   0.09654	  -0.05782
   0.10469	  -0.05999
   0.11294	  -0.06204
   0.12127	  -0.06396
   0.12967	  -0.06577
   0.13813	  -0.06747
   0.14666	  -0.06906
   0.15524	  -0.07056
   0.16387	  -0.07196
   0.17253	  -0.07326
   0.18123	  -0.07448
   0.18996	  -0.07561
   0.19872	  -0.07665
   0.20750	  -0.07761
   0.21631	  -0.07850
   0.22514	  -0.07930
   0.23399	  -0.08003
   0.24287	  -0.08069
   0.25176	  -0.08128
   0.26066	  -0.08181
   0.26958	  -0.08226
   0.27852	  -0.08265
   0.28746	  -0.08298
   0.29641	  -0.08325
   0.30537	  -0.08346
   0.31434	  -0.08361
   0.32332	  -0.08370
   0.33231	  -0.08374
   0.34130	  -0.08372
   0.35030	  -0.08364
   0.35930	  -0.08352
   0.36831	  -0.08334
   0.37733	  -0.08311
   0.38635	  -0.08284
   0.39538	  -0.08251
   0.40441	  -0.08214
   0.41344	  -0.08173
   0.42247	  -0.08127
   0.43150	  -0.08076
   0.44054	  -0.08021
   0.44957	  -0.07962
   0.45861	  -0.07899
   0.46764	  -0.07831
   0.47668	  -0.07759
   0.48572	  -0.07684
   0.49477	  -0.07604
   0.50381	  -0.07521
   0.51285	  -0.07434
   0.52190	  -0.07343
   0.53094	  -0.07249
   0.53998	  -0.07151
   0.54902	  -0.07050
   0.55805	  -0.06945
   0.56709	  -0.06837
   0.57612	  -0.06725
   0.58515	  -0.06610
   0.59418	  -0.06492
   0.60322	  -0.06371
   0.61225	  -0.06246
   0.62127	  -0.06119
   0.63030	  -0.05988
   0.63932	  -0.05854
   0.64833	  -0.05718
   0.65734	  -0.05578
   0.66634	  -0.05435
   0.67534	  -0.05289
   0.68434	  -0.05140
   0.69334	  -0.04989
   0.70234	  -0.04834
   0.71136	  -0.04677
   0.72039	  -0.04518
   0.72944	  -0.04356
   0.73851	  -0.04192
   0.74760	  -0.04027
   0.75671	  -0.03862
   0.76582	  -0.03696
   0.77492	  -0.03530
   0.78402	  -0.03365
   0.79311	  -0.03201
   0.80219	  -0.03037
   0.81127	  -0.02875
   0.82033	  -0.02714
   0.82939	  -0.02555
   0.83844	  -0.02397
   0.84749	  -0.02241
   0.85653	  -0.02087
   0.86557	  -0.01935
   0.87461	  -0.01786
   0.88364	  -0.01639
   0.89266	  -0.01495
   0.90168	  -0.01353
   0.91071	  -0.01214
   0.91974	  -0.01078
   0.92878	  -0.00944
   0.93784	  -0.00811
   0.94688	  -0.00680
   0.95588	  -0.00550
   0.96474	  -0.00424
   0.97333	  -0.00302
   0.98148	  -0.00192
   0.98903	  -0.00100
   0.99586	  -0.00031
   1.00000	   0.00000
